Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,BRICK_POINT,BRICK_EQUIP_LIST,BRICK_LOCATION_LIST,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,BACnet Type Str,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments
505_0_3000565,505,0,3000565,,,,EBU3B.SF3.AI1-ACTUAL,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 AI1 ACTUAL,AI 1 Actual,98,AI 1 Actual,Unknown,Analog Input,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_0_3000605,505,0,3000605,,,,EBU3B.SF4.AI1-ACTUAL,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 AI1 ACTUAL,AI 1 Actual,98,AI 1 Actual,Unknown,Analog Input,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_0_3000486,505,0,3000486,,,,EBU3B.SF1.AI2-ACTUAL,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 AI2 ACTUAL,AI 2 Actual,98,AI 2 Actual,Unknown,Analog Input,,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_0_3000526,505,0,3000526,,,,EBU3B.SF2.AI2-ACTUAL,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 AI2 ACTUAL,AI 2 Actual,98,AI 2 Actual,Unknown,Analog Input,,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_0_3000566,505,0,3000566,,,,EBU3B.SF3.AI2-ACTUAL,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 AI2 ACTUAL,AI 2 Actual,98,AI 2 Actual,Unknown,Analog Input,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_0_3000606,505,0,3000606,,,,EBU3B.SF4.AI2-ACTUAL,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 AI2 ACTUAL,AI 2 Actual,98,AI 2 Actual,Unknown,Analog Input,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_0_3000481,505,0,3000481,,,,EBU3B.SF1.PID-CTRL,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 PID CTRL,PID Control,98,PID Control,Unknown,Analog Input,,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_0_3000521,505,0,3000521,,,,EBU3B.SF2.PID-CTRL,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 PID CTRL,PID Control,98,PID Control,Unknown,Analog Input,,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_0_3000561,505,0,3000561,,,,EBU3B.SF3.PID-CTRL,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 PID CTRL,PID Control,98,PID Control,Unknown,Analog Input,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_0_3000601,505,0,3000601,,,,EBU3B.SF4.PID-CTRL,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 PID CTRL,PID Control,98,PID Control,Unknown,Analog Input,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_0_3000314,505,0,3000314,,,,EBU3B.CHWP1.TORQUE,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Chilled Water Pump,1,CHW-SYS -> Pump,EBU3B,
505_0_3000354,505,0,3000354,,,,EBU3B.CHWP2.TORQUE,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Chilled Water Pump,2,CHW-SYS -> Pump,EBU3B,
505_0_3000394,505,0,3000394,,,,EBU3B.HWP1.TORQUE,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Hot Water Pump,1,HW-SYS -> Pump,EBU3B,
505_0_3000434,505,0,3000434,,,,EBU3B.HWP2.TORQUE,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Hot Water Pump,2,HW-SYS -> Pump,EBU3B,
505_0_3000634,505,0,3000634,,,,EBU3B.RF1.TORQUE,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Return Fan,1,AHU -> Return Fan,EBU3B,
505_0_3000674,505,0,3000674,,,,EBU3B.RF2.TORQUE,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Return Fan,2,AHU -> Return Fan,EBU3B,
505_0_3000714,505,0,3000714,,,,EBU3B.RF3.TORQUE,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Return Fan,3,AHU -> Return Fan,EBU3B,
505_0_3000754,505,0,3000754,,,,EBU3B.RF4.TORQUE,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Return Fan,4,AHU -> Return Fan,EBU3B,
505_0_3000474,505,0,3000474,,,,EBU3B.SF1.TORQUE,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Supply Fan,1,AHU -> Supply Fan,EBU3B,
505_0_3000514,505,0,3000514,,,,EBU3B.SF2.TORQUE,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Supply Fan,2,AHU -> Supply Fan,EBU3B,
505_0_3000554,505,0,3000554,,,,EBU3B.SF3.TORQUE,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Supply Fan,3,AHU -> Supply Fan,EBU3B,
505_0_3000594,505,0,3000594,,,,EBU3B.SF4.TORQUE,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 TORQUE,Torque,98,Torque,Torque,Analog Input,,RM-B102C,Supply Fan,4,AHU -> Supply Fan,EBU3B,
505_0_3001666,505,0,3001666,,,,EBU3B.RM-1200A..ZN-T,NAE 05 N2 2 VMA 105 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1200A,VAV,1200A,,EBU3B,
506_0_3001254,506,0,3001254,,,,EBU3B.RM-2240..ZN-T,NAE 06 N2 1 VMA105 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2240,VAV,2240,,EBU3B,
506_0_3002936,506,0,3002936,,,,EBU3B.RM-3136..ZN-T,NAE 06 N2 2 VMA105 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-3136,VAV,3136,,EBU3B,
505_0_3000944,505,0,3000944,,,,EBU3B.RM-B240A..ZN-T,NAE 05 N2 1 VMA 105 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-B240A,VAV,B240A,,EBU3B,
505_0_3001672,505,0,3001672,,,,EBU3B.RM-1200A..SUP-FLOW,NAE 05 N2 2 VMA 105 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1200A,VAV,1200A,,EBU3B,
506_0_3001260,506,0,3001260,,,,EBU3B.RM-2240..SUP-FLOW,NAE 06 N2 1 VMA105 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2240,VAV,2240,,EBU3B,
506_0_3002942,506,0,3002942,supply_air_flow_sensor,,room,EBU3B.RM-3136..SUP-FLOW,NAE 06 N2 2 VMA105 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-3136,VAV,3136,,EBU3B,
505_0_3000950,505,0,3000950,,,,EBU3B.RM-B240A..SUP-FLOW,NAE 05 N2 1 VMA 105 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-B240A,VAV,B240A,,EBU3B,
505_0_3001670,505,0,3001670,,,,EBU3B.RM-1200A..ACTHTGSP,NAE 05 N2 2 VMA 105 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1200A,VAV,1200A,,EBU3B,
506_0_3001258,506,0,3001258,,,,EBU3B.RM-2240..ACTHTGSP,NAE 06 N2 1 VMA105 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2240,VAV,2240,,EBU3B,
506_0_3002940,506,0,3002940,,,,EBU3B.RM-3136..ACTHTGSP,NAE 06 N2 2 VMA105 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-3136,VAV,3136,,EBU3B,
505_0_3000948,505,0,3000948,,,,EBU3B.RM-B240A..ACTHTGSP,NAE 05 N2 1 VMA 105 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-B240A,VAV,B240A,,EBU3B,
505_0_3001669,505,0,3001669,,,,EBU3B.RM-1200A..ACTCLGSP,NAE 05 N2 2 VMA 105 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1200A,VAV,1200A,,EBU3B,
506_0_3001257,506,0,3001257,,,,EBU3B.RM-2240..ACTCLGSP,NAE 06 N2 1 VMA105 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2240,VAV,2240,,EBU3B,
506_0_3002939,506,0,3002939,,,,EBU3B.RM-3136..ACTCLGSP,NAE 06 N2 2 VMA105 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-3136,VAV,3136,,EBU3B,
505_0_3000947,505,0,3000947,,,,EBU3B.RM-B240A..ACTCLGSP,NAE 05 N2 1 VMA 105 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-B240A,VAV,B240A,,EBU3B,
505_0_3001671,505,0,3001671,,,,EBU3B.RM-1200A..DMPR-POS,NAE 05 N2 2 VMA 105 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1200A,VAV,1200A,,EBU3B,
506_0_3001259,506,0,3001259,,,,EBU3B.RM-2240..DMPR-POS,NAE 06 N2 1 VMA105 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2240,VAV,2240,,EBU3B,
505_0_3015262,505,0,3015262,,,,EBU3B.CRAC-1.TEMP-TOL,NAE 05 N2 2 VND 162 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,Temperature Tolerance,Analog Input,,Server Room,Computer Room Air Conditioning,1,,EBU3B,
505_0_3015326,505,0,3015326,,,,EBU3B.CRAC-2.TEMP-TOL,NAE 05 N2 2 VND 163 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,Temperature Tolerance,Analog Input,,Server Room,Computer Room Air Conditioning,2,,EBU3B,
505_0_3015198,505,0,3015198,,,,EBU3B.CRAC-3.TEMP-TOL,NAE 05 N2 2 VND 161 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,Temperature Tolerance,Analog Input,,Server Room,Computer Room Air Conditioning,3,,EBU3B,
505_0_3015134,505,0,3015134,,,,EBU3B.CRAC-4.TEMP-TOL,NAE 05 N2 2 VND 160 TEMP TOL,Temperature Tolerance,64,Temperature Tolerance,Temperature Tolerance,Analog Input,,Server Room,Computer Room Air Conditioning,4,,EBU3B,
506_0_3002941,506,0,3002941,,,,EBU3B.RM-3136..DMPR-POS,NAE 06 N2 2 VMA105 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-3136,VAV,3136,,EBU3B,
505_0_3000949,505,0,3000949,,,,EBU3B.RM-B240A..DMPR-POS,NAE 05 N2 1 VMA 105 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-B240A,VAV,B240A,,EBU3B,
505_0_3001687,505,0,3001687,,,,EBU3B.RM-1200C..ZN-T,NAE 05 N2 2 VMA 106 ZN T,Zone Temperature \ Corridor West,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1200C,VAV,1200C,,EBU3B,
506_0_3001274,506,0,3001274,,,,EBU3B.RM-2207..ZN-T,NAE 06 N2 1 VMA106 ZN T,Zone Temperature / Telecom Rm,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2207,VAV,2207,,EBU3B,
506_0_3002956,506,0,3002956,,,,EBU3B.RM-3134..ZN-T,NAE 06 N2 2 VMA106 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-3134,VAV,3134,,EBU3B,
505_0_3000964,505,0,3000964,,,,EBU3B.RM-B250A..ZN-T,NAE 05 N2 1 VMA 106 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-B250A,VAV,B250A,,EBU3B,
505_0_3001693,505,0,3001693,,,,EBU3B.RM-1200C..SUP-FLOW,NAE 05 N2 2 VMA 106 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1200C,VAV,1200C,,EBU3B,
506_0_3001279,506,0,3001279,,,,EBU3B.RM-2207..SUP-FLOW,NAE 06 N2 1 VMA106 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2207,VAV,2207,,EBU3B,
506_0_3002962,506,0,3002962,,,,EBU3B.RM-3134..SUP-FLOW,NAE 06 N2 2 VMA106 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-3134,VAV,3134,,EBU3B,
505_0_3000970,505,0,3000970,,,,EBU3B.RM-B250A..SUP-FLOW,NAE 05 N2 1 VMA 106 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-B250A,VAV,B250A,,EBU3B,
505_0_3001691,505,0,3001691,,,,EBU3B.RM-1200C..ACTHTGSP,NAE 05 N2 2 VMA 106 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1200C,VAV,1200C,,EBU3B,
506_0_3002960,506,0,3002960,,,,EBU3B.RM-3134..ACTHTGSP,NAE 06 N2 2 VMA106 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-3134,VAV,3134,,EBU3B,
505_0_3000968,505,0,3000968,,,,EBU3B.RM-B250A..ACTHTGSP,NAE 05 N2 1 VMA 106 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-B250A,VAV,B250A,,EBU3B,
505_0_3001690,505,0,3001690,,,,EBU3B.RM-1200C..ACTCLGSP,NAE 05 N2 2 VMA 106 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1200C,VAV,1200C,,EBU3B,
506_0_3001277,506,0,3001277,,,,EBU3B.RM-2207..ACTCLGSP,NAE 06 N2 1 VMA106 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2207,VAV,2207,,EBU3B,
506_0_3002959,506,0,3002959,,,,EBU3B.RM-3134..ACTCLGSP,NAE 06 N2 2 VMA106 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-3134,VAV,3134,,EBU3B,
505_0_3000967,505,0,3000967,,,,EBU3B.RM-B250A..ACTCLGSP,NAE 05 N2 1 VMA 106 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-B250A,VAV,B250A,,EBU3B,
505_0_3001692,505,0,3001692,,,,EBU3B.RM-1200C..DMPR-POS,NAE 05 N2 2 VMA 106 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1200C,VAV,1200C,,EBU3B,
506_0_3001278,506,0,3001278,,,,EBU3B.RM-2207..DMPR-POS,NAE 06 N2 1 VMA106 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2207,VAV,2207,,EBU3B,
506_0_3002961,506,0,3002961,,,,EBU3B.RM-3134..DMPR-POS,NAE 06 N2 2 VMA106 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-3134,VAV,3134,,EBU3B,
505_0_3000969,505,0,3000969,,,,EBU3B.RM-B250A..DMPR-POS,NAE 05 N2 1 VMA 106 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-B250A,VAV,B250A,,EBU3B,
505_0_3001708,505,0,3001708,,,,EBU3B.RM-1207..ZN-T,NAE 05 N2 2 VMA 107 ZN T,Zone Temperature/ Telecom room.,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1207,VAV,1207,,EBU3B,
506_0_3001291,506,0,3001291,,,,EBU3B.RM-2209..ZN-T,NAE 06 N2 1 VMA107 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2209,VAV,2209,,EBU3B,
506_0_3002976,506,0,3002976,,,,EBU3B.RM-3132..ZN-T,NAE 06 N2 2 VMA107 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-3132,VAV,3132,,EBU3B,
505_0_3000984,505,0,3000984,,,,EBU3B.RM-B260A..ZN-T,NAE 05 N2 1 VMA 107 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-B260A,VAV,B260A,,EBU3B,
505_0_3001713,505,0,3001713,,,,EBU3B.RM-1207..SUP-FLOW,NAE 05 N2 2 VMA 107 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1207,VAV,1207,,EBU3B,
506_0_3001296,506,0,3001296,,,,EBU3B.RM-2209..SUP-FLOW,NAE 06 N2 1 VMA107 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2209,VAV,2209,,EBU3B,
506_0_3002982,506,0,3002982,,,,EBU3B.RM-3132..SUP-FLOW,NAE 06 N2 2 VMA107 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-3132,VAV,3132,,EBU3B,
505_0_3000990,505,0,3000990,,,,EBU3B.RM-B260A..SUP-FLOW,NAE 05 N2 1 VMA 107 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-B260A,VAV,B260A,,EBU3B,
506_0_3002980,506,0,3002980,,,,EBU3B.RM-3132..ACTHTGSP,NAE 06 N2 2 VMA107 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-3132,VAV,3132,,EBU3B,
505_0_3000988,505,0,3000988,,,,EBU3B.RM-B260A..ACTHTGSP,NAE 05 N2 1 VMA 107 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-B260A,VAV,B260A,,EBU3B,
505_0_3001711,505,0,3001711,,,,EBU3B.RM-1207..ACTCLGSP,NAE 05 N2 2 VMA 107 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1207,VAV,1207,,EBU3B,
506_0_3001294,506,0,3001294,,,,EBU3B.RM-2209..ACTCLGSP,NAE 06 N2 1 VMA107 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2209,VAV,2209,,EBU3B,
506_0_3002979,506,0,3002979,,,,EBU3B.RM-3132..ACTCLGSP,NAE 06 N2 2 VMA107 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-3132,VAV,3132,,EBU3B,
505_0_3000987,505,0,3000987,,,,EBU3B.RM-B260A..ACTCLGSP,NAE 05 N2 1 VMA 107 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-B260A,VAV,B260A,,EBU3B,
505_0_3001712,505,0,3001712,,,,EBU3B.RM-1207..DMPR-POS,NAE 05 N2 2 VMA 107 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1207,VAV,1207,,EBU3B,
506_0_3001295,506,0,3001295,,,,EBU3B.RM-2209..DMPR-POS,NAE 06 N2 1 VMA107 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2209,VAV,2209,,EBU3B,
506_0_3002981,506,0,3002981,,,,EBU3B.RM-3132..DMPR-POS,NAE 06 N2 2 VMA107 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-3132,VAV,3132,,EBU3B,
505_0_3000989,505,0,3000989,,,,EBU3B.RM-B260A..DMPR-POS,NAE 05 N2 1 VMA 107 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-B260A,VAV,B260A,,EBU3B,
506_0_3001308,506,0,3001308,,,,EBU3B.RM-2208..ZN-T,NAE 06 N2 1 VMA108 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2208,VAV,2208,,EBU3B,
506_0_3002996,506,0,3002996,,,,EBU3B.RM-3130..ZN-T,NAE 06 N2 2 VMA108 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-3130,VAV,3130,,EBU3B,
505_0_3001004,505,0,3001004,,,,EBU3B.RM-B275..ZN-T,NAE 05 N2 1 VMA 108 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-B275,VAV,B275,,EBU3B,
506_0_3001314,506,0,3001314,,,,EBU3B.RM-2208..SUP-FLOW,NAE 06 N2 1 VMA108 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2208,VAV,2208,,EBU3B,
506_0_3003002,506,0,3003002,,,,EBU3B.RM-3130..SUP-FLOW,NAE 06 N2 2 VMA108 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-3130,VAV,3130,,EBU3B,
505_0_3001010,505,0,3001010,,,,EBU3B.RM-B275..SUP-FLOW,NAE 05 N2 1 VMA 108 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-B275,VAV,B275,,EBU3B,
506_0_3001312,506,0,3001312,,,,EBU3B.RM-2208..ACTHTGSP,NAE 06 N2 1 VMA108 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2208,VAV,2208,,EBU3B,
506_0_3003000,506,0,3003000,,,,EBU3B.RM-3130..ACTHTGSP,NAE 06 N2 2 VMA108 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-3130,VAV,3130,,EBU3B,
505_0_3001008,505,0,3001008,,,,EBU3B.RM-B275..ACTHTGSP,NAE 05 N2 1 VMA 108 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-B275,VAV,B275,,EBU3B,
506_0_3001311,506,0,3001311,,,,EBU3B.RM-2208..ACTCLGSP,NAE 06 N2 1 VMA108 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2208,VAV,2208,,EBU3B,
506_0_3002999,506,0,3002999,,,,EBU3B.RM-3130..ACTCLGSP,NAE 06 N2 2 VMA108 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-3130,VAV,3130,,EBU3B,
505_0_3001007,505,0,3001007,,,,EBU3B.RM-B275..ACTCLGSP,NAE 05 N2 1 VMA 108 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-B275,VAV,B275,,EBU3B,
506_0_3001313,506,0,3001313,,,,EBU3B.RM-2208..DMPR-POS,NAE 06 N2 1 VMA108 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2208,VAV,2208,,EBU3B,
506_0_3003001,506,0,3003001,,,,EBU3B.RM-3130..DMPR-POS,NAE 06 N2 2 VMA108 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-3130,VAV,3130,,EBU3B,
505_0_3001009,505,0,3001009,,,,EBU3B.RM-B275..DMPR-POS,NAE 05 N2 1 VMA 108 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-B275,VAV,B275,,EBU3B,
505_0_3001742,505,0,3001742,,,,EBU3B.RM-1213..ZN-T,NAE 05 N2 2 VMA 109 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1213,VAV,1213,,EBU3B,
506_0_3001328,506,0,3001328,,,,EBU3B.RM-2214..ZN-T,NAE 06 N2 1 VMA109 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2214,VAV,2214,,EBU3B,
506_0_3003016,506,0,3003016,,,,EBU3B.RM-3128..ZN-T,NAE 06 N2 2 VMA109 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-3128,VAV,3128,,EBU3B,
505_0_3001024,505,0,3001024,,,,EBU3B.RM-B222..ZN-T,NAE 05 N2 1 VMA 109 ZN T,Zone Temperature / Elec Room,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-B222,VAV,B222,,EBU3B,
505_0_3001747,505,0,3001747,,,,EBU3B.RM-1213..SUP-FLOW,NAE 05 N2 2 VMA 109 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1213,VAV,1213,,EBU3B,
506_0_3001334,506,0,3001334,,,,EBU3B.RM-2214..SUP-FLOW,NAE 06 N2 1 VMA109 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2214,VAV,2214,,EBU3B,
506_0_3003022,506,0,3003022,supply_air_flow_sensor,,room,EBU3B.RM-3128..SUP-FLOW,NAE 06 N2 2 VMA109 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-3128,VAV,3128,,EBU3B,
505_0_3001029,505,0,3001029,,,,EBU3B.RM-B222..SUP-FLOW,NAE 05 N2 1 VMA 109 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-B222,VAV,B222,,EBU3B,
506_0_3001332,506,0,3001332,,,,EBU3B.RM-2214..ACTHTGSP,NAE 06 N2 1 VMA109 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2214,VAV,2214,,EBU3B,
506_0_3003020,506,0,3003020,,,,EBU3B.RM-3128..ACTHTGSP,NAE 06 N2 2 VMA109 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-3128,VAV,3128,,EBU3B,
