Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
513_0_3005297,ap m rm b432b ahtg stpt,nae 13 n2 trunk 1 vav 33 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm b432b,vav,,
513_0_3005311,ap m rm b432b sup flow,nae 13 n2 trunk 1 vav 33 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm b432b,vav,,
513_0_3005315,ap m rm b432b wc adj,nae 13 n2 trunk 1 vav 33 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm b432b,vav,,
513_0_3005316,ap m rm b432b zn t,nae 13 n2 trunk 1 vav 33 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm b432b,vav,,
513_0_3005318,ap m rm b432c aclg stpt,nae 13 n2 trunk 1 vav 34 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm b432c,vav,,
513_0_3005320,ap m rm b432c ahtg stpt,nae 13 n2 trunk 1 vav 34 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm b432c,vav,,
513_0_3005334,ap m rm b432c sup flow,nae 13 n2 trunk 1 vav 34 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm b432c,vav,,
513_0_3005338,ap m rm b432c wc adj,nae 13 n2 trunk 1 vav 34 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm b432c,vav,,
513_0_3005339,ap m rm b432c zn t,nae 13 n2 trunk 1 vav 34 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm b432c,vav,,
513_0_3005341,ap m rm 1305 aclg stpt,nae 13 n2 trunk 1 vav 35 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 1305,vav,,
513_0_3005343,ap m rm 1305 ahtg stpt,nae 13 n2 trunk 1 vav 35 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 1305,vav,,
513_0_3005357,ap m rm 1305 sup flow,nae 13 n2 trunk 1 vav 35 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 1305,vav,,
513_0_3005361,ap m rm 1305 wc adj,nae 13 n2 trunk 1 vav 35 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 1305,vav,,
513_0_3005362,ap m rm 1305 zn t,nae 13 n2 trunk 1 vav 35 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 1305,vav,,
513_0_3005365,ap m ahu1 lvfd current,nae 13 n2 trunk 1 vfd 1 current,load current,3.0,analog input,current,current sensor,ahu 1,vfd,,
513_0_3005366,ap m ahu1 lvfd drv tmp,nae 13 n2 trunk 1 vfd 1 drv tmp,vfd temperature,62.0,analog input,drive temperature,drive temperature sensor,ahu 1,vfd,,
513_0_3005367,ap m ahu1 lvfd energy k,nae 13 n2 trunk 1 vfd 1 energy k,vfd energy kwh,19.0,analog input,energy in kwh,energy sensor,ahu 1,vfd,,
513_0_3005369,ap m ahu1 lvfd energy m,nae 13 n2 trunk 1 vfd 1 energy m,vfd energy mwh,49.0,analog input,energy in mwh,energy sensor,ahu 1,vfd,,
513_0_3005372,ap m ahu1 lvfd freq,nae 13 n2 trunk 1 vfd 1 freq,output frequency,27.0,analog input,frequency,output frequency sensor,ahu 1,vfd,,
513_0_3005376,ap m ahu1 lvfd last flt,nae 13 n2 trunk 1 vfd 1 last flt,last fault code,95.0,analog input,last fault,last fault code status,ahu 1,vfd,,
513_0_3005379,ap m ahu1 lvfd power,nae 13 n2 trunk 1 vfd 1 power,motor power,98.0,analog input,power,vfd power meter,ahu 1,vfd,,
513_0_3005381,ap m ahu1 lvfd speed,nae 13 n2 trunk 1 vfd 1 speed,motor speed,104.0,analog input,speed,motor speed sensor,ahu 1,vfd,,
513_0_3005382,ap m ahu1 lvfd torque,nae 13 n2 trunk 1 vfd 1 torque,motor torque,98.0,analog input,torque,motor torque sensor,ahu 1,vfd,,
513_0_3005387,ap m ahu1 rvfd current,nae 13 n2 trunk 1 vfd 2 current,load current,3.0,analog input,current,current sensor,ahu 1,vfd,,
513_0_3005388,ap m ahu1 rvfd drv tmp,nae 13 n2 trunk 1 vfd 2 drv tmp,vfd temperature,62.0,analog input,drive temperature,drive temperature sensor,ahu 1,vfd,,
513_0_3005389,ap m ahu1 rvfd energy k,nae 13 n2 trunk 1 vfd 2 energy k,vfd energy kwh,19.0,analog input,energy in kwh,energy sensor,ahu 1,vfd,,
513_0_3005391,ap m ahu1 rvfd energy m,nae 13 n2 trunk 1 vfd 2 energy m,vfd energy mwh,49.0,analog input,energy in mwh,energy sensor,ahu 1,vfd,,
513_0_3005394,ap m ahu1 rvfd freq,nae 13 n2 trunk 1 vfd 2 freq,output frequency,27.0,analog input,frequency,output frequency sensor,ahu 1,vfd,,
513_0_3005398,ap m ahu1 rvfd last flt,nae 13 n2 trunk 1 vfd 2 last flt,last fault code,95.0,analog input,last fault,last fault code status,ahu 1,vfd,,
513_0_3005401,ap m ahu1 rvfd power,nae 13 n2 trunk 1 vfd 2 power,motor power,98.0,analog input,power,vfd power meter,ahu 1,vfd,,
513_0_3005403,ap m ahu1 rvfd speed,nae 13 n2 trunk 1 vfd 2 speed,motor speed,104.0,analog input,speed,motor speed sensor,ahu 1,vfd,,
513_0_3005404,ap m ahu1 rvfd torque,nae 13 n2 trunk 1 vfd 2 torque,motor torque,98.0,analog input,torque,motor torque sensor,ahu 1,vfd,,
513_0_3005409,ap m ahu2 rvfd current,nae 13 n2 trunk 1 vfd 3 current,load current,3.0,analog input,current,current sensor,ahu 2,vfd,,
513_0_3005410,ap m ahu2 rvfd drv tmp,nae 13 n2 trunk 1 vfd 3 drv tmp,vfd temperature,62.0,analog input,drive temperature,drive temperature sensor,ahu 2,vfd,,
513_0_3005411,ap m ahu2 rvfd energy k,nae 13 n2 trunk 1 vfd 3 energy k,vfd energy kwh,19.0,analog input,energy in kwh,energy sensor,ahu 2,vfd,,
513_0_3005413,ap m ahu2 rvfd energy m,nae 13 n2 trunk 1 vfd 3 energy m,vfd energy mwh,49.0,analog input,energy in mwh,energy sensor,ahu 2,vfd,,
513_0_3005416,ap m ahu2 rvfd freq,nae 13 n2 trunk 1 vfd 3 freq,output frequency,27.0,analog input,frequency,output frequency sensor,ahu 2,vfd,,
513_0_3005420,ap m ahu2 rvfd last flt,nae 13 n2 trunk 1 vfd 3 last flt,last fault code,95.0,analog input,last fault,last fault code status,ahu 2,vfd,,
513_0_3005423,ap m ahu2 rvfd power,nae 13 n2 trunk 1 vfd 3 power,motor power,98.0,analog input,power,vfd power meter,ahu 2,vfd,,
513_0_3005425,ap m ahu2 rvfd speed,nae 13 n2 trunk 1 vfd 3 speed,motor speed,104.0,analog input,speed,motor speed sensor,ahu 2,vfd,,
513_0_3005426,ap m ahu2 rvfd torque,nae 13 n2 trunk 1 vfd 3 torque,motor torque,98.0,analog input,torque,motor torque sensor,ahu 2,vfd,,
513_0_3005431,ap m ahu2 lvfd current,nae 13 n2 trunk 1 vfd 4 current,load current,3.0,analog input,current,current sensor,ahu 2,vfd,,
513_0_3005432,ap m ahu2 lvfd drv tmp,nae 13 n2 trunk 1 vfd 4 drv tmp,vfd temperature,62.0,analog input,drive temperature,drive temperature sensor,ahu 2,vfd,,
513_0_3005433,ap m ahu2 lvfd energy k,nae 13 n2 trunk 1 vfd 4 energy k,vfd energy kwh,19.0,analog input,energy in kwh,energy sensor,ahu 2,vfd,,
513_0_3005435,ap m ahu2 lvfd energy m,nae 13 n2 trunk 1 vfd 4 energy m,vfd energy mwh,49.0,analog input,energy in mwh,energy sensor,ahu 2,vfd,,
513_0_3005438,ap m ahu2 lvfd freq,nae 13 n2 trunk 1 vfd 4 freq,output frequency,27.0,analog input,frequency,output frequency sensor,ahu 2,vfd,,
513_0_3005442,ap m ahu2 lvfd last flt,nae 13 n2 trunk 1 vfd 4 last flt,last fault code,95.0,analog input,last fault,last fault code status,ahu 2,vfd,,
513_0_3005445,ap m ahu2 lvfd power,nae 13 n2 trunk 1 vfd 4 power,motor power,98.0,analog input,power,vfd power meter,ahu 2,vfd,,
513_0_3005447,ap m ahu2 lvfd speed,nae 13 n2 trunk 1 vfd 4 speed,motor speed,104.0,analog input,speed,motor speed sensor,ahu 2,vfd,,
513_0_3005448,ap m ahu2 lvfd torque,nae 13 n2 trunk 1 vfd 4 torque,motor torque,98.0,analog input,torque,motor torque sensor,ahu 2,vfd,,
513_0_3005475,ap m ahu3 lvfd current,nae 13 n2 trunk 1 vfd 6 current,load current,3.0,analog input,current,current sensor,ahu 3,vfd,,
513_0_3005476,ap m ahu3 lvfd drv tmp,nae 13 n2 trunk 1 vfd 6 drv tmp,vfd temperature,62.0,analog input,drive temperature,drive temperature sensor,ahu 3,vfd,,
513_0_3005477,ap m ahu3 lvfd energy k,nae 13 n2 trunk 1 vfd 6 energy k,vfd energy kwh,19.0,analog input,energy in kwh,energy sensor,ahu 3,vfd,,
513_0_3005479,ap m ahu3 lvfd energy m,nae 13 n2 trunk 1 vfd 6 energy m,vfd energy mwh,49.0,analog input,energy in mwh,energy sensor,ahu 3,vfd,,
513_0_3005482,ap m ahu3 lvfd freq,nae 13 n2 trunk 1 vfd 6 freq,output frequency,27.0,analog input,frequency,output frequency sensor,ahu 3,vfd,,
513_0_3005486,ap m ahu3 lvfd last flt,nae 13 n2 trunk 1 vfd 6 last flt,last fault code,95.0,analog input,last fault,last fault code status,ahu 3,vfd,,
513_0_3005489,ap m ahu3 lvfd power,nae 13 n2 trunk 1 vfd 6 power,motor power,98.0,analog input,power,vfd power meter,ahu 3,vfd,,
513_0_3005491,ap m ahu3 lvfd speed,nae 13 n2 trunk 1 vfd 6 speed,motor speed,104.0,analog input,speed,motor speed sensor,ahu 3,vfd,,
513_0_3005492,ap m ahu3 lvfd torque,nae 13 n2 trunk 1 vfd 6 torque,motor torque,98.0,analog input,torque,motor torque sensor,ahu 3,vfd,,
513_0_3005518,ap m rm b402 aclg stpt,nae 13 n2 trunk 1 vavb 1 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm b402,vav,,
513_0_3005520,ap m rm b402 ahtg stpt,nae 13 n2 trunk 1 vavb 1 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm b402,vav,,
513_0_3005525,ap m rm b402 dmpr pos,nae 13 n2 trunk 1 vavb 1 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm b402,vav,,
513_0_3005532,ap m rm b402 sup flow,nae 13 n2 trunk 1 vavb 1 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm b402,vav,,
513_0_3005536,ap m rm b402 wc adj,nae 13 n2 trunk 1 vavb 1 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm b402,vav,,
513_0_3005537,ap m rm b402 zn t,nae 13 n2 trunk 1 vavb 1 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm b402,vav,,
513_0_3005539,ap m rm b402 aclg stpt,nae 13 n2 trunk 1 vavb 2 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm b402,vav,,
513_0_3005541,ap m rm b402 ahtg stpt,nae 13 n2 trunk 1 vavb 2 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm b402,vav,,
513_0_3005546,ap m rm b402 dmpr pos,nae 13 n2 trunk 1 vavb 2 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm b402,vav,,
513_0_3005553,ap m rm b402 sup flow,nae 13 n2 trunk 1 vavb 2 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm b402,vav,,
513_0_3005560,ap m rm b402 aclg stpt,nae 13 n2 trunk 1 vavb 3 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm b402,vav,,
513_0_3005562,ap m rm b402 ahtg stpt,nae 13 n2 trunk 1 vavb 3 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm b402,vav,,
513_0_3005567,ap m rm b402 dmpr pos,nae 13 n2 trunk 1 vavb 3 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm b402,vav,,
513_0_3005574,ap m rm b402 sup flow,nae 13 n2 trunk 1 vavb 3 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm b402,vav,,
513_0_3005581,ap m rm b412 aclg stpt,nae 13 n2 trunk 1 vavb 4 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm b412,vav,,
513_0_3005583,ap m rm b412 ahtg stpt,nae 13 n2 trunk 1 vavb 4 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm b412,vav,,
513_0_3005588,ap m rm b412 dmpr pos,nae 13 n2 trunk 1 vavb 4 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm b412,vav,,
513_0_3005595,ap m rm b412 sup flow,nae 13 n2 trunk 1 vavb 4 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm b412,vav,,
513_0_3005602,ap m rm b412 aclg stpt,nae 13 n2 trunk 1 vavb 5 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm b412,vav,,
513_0_3005604,ap m rm b412 ahtg stpt,nae 13 n2 trunk 1 vavb 5 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm b412,vav,,
513_0_3005609,ap m rm b412 dmpr pos,nae 13 n2 trunk 1 vavb 5 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm b412,vav,,
513_0_3005616,ap m rm b412 sup flow,nae 13 n2 trunk 1 vavb 5 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm b412,vav,,
513_0_3005620,ap m rm b412 wc adj,nae 13 n2 trunk 1 vavb 5 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm b412,vav,,
513_0_3005621,ap m rm b412 zn t,nae 13 n2 trunk 1 vavb 5 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm b412,vav,,
513_0_3005623,ap m rm 2113e aclg stpt,nae 13 n2 trunk 2 vav 1 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2113e,vav,,
513_0_3005625,ap m rm 2113e ahtg stpt,nae 13 n2 trunk 2 vav 1 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2113e,vav,,
513_0_3005639,ap m rm 2113e sup flow,nae 13 n2 trunk 2 vav 1 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 2113e,vav,,
513_0_3005643,ap m rm 2113e wc adj,nae 13 n2 trunk 2 vav 1 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 2113e,vav,,
513_0_3005644,ap m rm 2113e zn t,nae 13 n2 trunk 2 vav 1 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 2113e,vav,,
513_0_3005646,ap m rm 2113h aclg stpt,nae 13 n2 trunk 2 vav 2 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2113h,vav,,
513_0_3005648,ap m rm 2113h ahtg stpt,nae 13 n2 trunk 2 vav 2 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2113h,vav,,
513_0_3005662,ap m rm 2113h sup flow,nae 13 n2 trunk 2 vav 2 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 2113h,vav,,
513_0_3005666,ap m rm 2113h wc adj,nae 13 n2 trunk 2 vav 2 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 2113h,vav,,
513_0_3005667,ap m rm 2113h zn t,nae 13 n2 trunk 2 vav 2 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 2113h,vav,,
513_0_3005669,ap m rm 2301b aclg stpt,nae 13 n2 trunk 2 vav 3 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2301b,vav,,
513_0_3005671,ap m rm 2301b ahtg stpt,nae 13 n2 trunk 2 vav 3 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2301b,vav,,
513_0_3005685,ap m rm 2301b sup flow,nae 13 n2 trunk 2 vav 3 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 2301b,vav,,
513_0_3005689,ap m rm 2301b wc adj,nae 13 n2 trunk 2 vav 3 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 2301b,vav,,
513_0_3005690,ap m rm 2301b zn t,nae 13 n2 trunk 2 vav 3 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 2301b,vav,,
513_0_3005692,ap m rm 2313b aclg stpt,nae 13 n2 trunk 2 vav 4 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2313b,vav,,
513_0_3005694,ap m rm 2313b ahtg stpt,nae 13 n2 trunk 2 vav 4 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2313b,vav,,
513_0_3005708,ap m rm 2313b sup flow,nae 13 n2 trunk 2 vav 4 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 2313b,vav,,
513_0_3005712,ap m rm 2313b wc adj,nae 13 n2 trunk 2 vav 4 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 2313b,vav,,
513_0_3005713,ap m rm 2313b zn t,nae 13 n2 trunk 2 vav 4 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 2313b,vav,,
513_0_3005715,ap m rm 2313c aclg stpt,nae 13 n2 trunk 2 vav 5 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2313c,vav,,
513_0_3005717,ap m rm 2313c ahtg stpt,nae 13 n2 trunk 2 vav 5 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2313c,vav,,
513_0_3005731,ap m rm 2313c sup flow,nae 13 n2 trunk 2 vav 5 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 2313c,vav,,
513_0_3005735,ap m rm 2313c wc adj,nae 13 n2 trunk 2 vav 5 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 2313c,vav,,
513_0_3005736,ap m rm 2313c zn t,nae 13 n2 trunk 2 vav 5 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 2313c,vav,,
513_0_3005738,ap m rm 2402c aclg stpt,nae 13 n2 trunk 2 vav 9 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2402c,vav,,
513_0_3005740,ap m rm 2402c ahtg stpt,nae 13 n2 trunk 2 vav 9 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2402c,vav,,
513_0_3005754,ap m rm 2402c sup flow,nae 13 n2 trunk 2 vav 9 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 2402c,vav,,
513_0_3005758,ap m rm 2402c wc adj,nae 13 n2 trunk 2 vav 9 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 2402c,vav,,
513_0_3005759,ap m rm 2402c zn t,nae 13 n2 trunk 2 vav 9 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 2402c,vav,,
513_0_3005761,ap m rm 2402c aclg stpt,nae 13 n2 trunk 2 vav 10 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2402c,vav,,
513_0_3005763,ap m rm 2402c ahtg stpt,nae 13 n2 trunk 2 vav 10 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2402c,vav,,
513_0_3005777,ap m rm 2402c sup flow,nae 13 n2 trunk 2 vav 10 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 2402c,vav,,
513_0_3005781,ap m rm 2402c wc adj,nae 13 n2 trunk 2 vav 10 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 2402c,vav,,
513_0_3005782,ap m rm 2402c zn t,nae 13 n2 trunk 2 vav 10 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 2402c,vav,,
513_0_3005784,ap m rm 2331 aclg stpt,nae 13 n2 trunk 2 vav 84 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 2331,vav,,
513_0_3005786,ap m rm 2331 ahtg stpt,nae 13 n2 trunk 2 vav 84 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 2331,vav,,
