Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
510_0_3013386,biolib 1stfl rm 73 26 ahtg sp,nae 10 n2 1 vma132 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 73 26,
510_0_3013243,biolib 2ndfl rm 200e ahtg sp,nae 10 n2 1 vma124 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 200e,
510_0_3012835,biolib 2ndfl rm 201 ahtg sp,nae 10 n2 1 vma101 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 201,
510_0_3012855,biolib 2ndfl rm 203 ahtg sp,nae 10 n2 1 vma102 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 203,
510_0_3012895,biolib 2ndfl rm 204 ahtg sp,nae 10 n2 1 vma104 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 204,
510_0_3012915,biolib 2ndfl rm 205 ahtg sp,nae 10 n2 1 vma105 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 205,
510_0_3012935,biolib 2ndfl rm 206 ahtg sp,nae 10 n2 1 vma106 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 206,
510_0_3013003,biolib 2ndfl rm 207 ahtg sp,nae 10 n2 1 vma110 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 207,
510_0_3013573,biolib 2ndfl rm 208 ahtg sp,nae 10 n2 2 vma101 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 208,
510_0_3013707,biolib 2ndfl rm 210 ahtg sp,nae 10 n2 2 vma108 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 210,
510_0_3013610,biolib 2ndfl rm 214 ahtg sp,nae 10 n2 2 vma103 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 214,
510_0_3013727,biolib 2ndfl rm 217 ahtg sp,nae 10 n2 2 vma109 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 217,
510_0_3013670,biolib 2ndfl rm 218 ahtg sp,nae 10 n2 2 vma106 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 218,
510_0_3013767,biolib 2ndfl rm 220 ahtg sp,nae 10 n2 2 vma111 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 220,
510_0_3013980,biolib 2ndfl rm 221a ahtg sp,nae 10 n2 2 vma122 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 221a,
510_0_3014000,biolib 2ndfl rm 221b ahtg sp,nae 10 n2 2 vma123 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 221b,
510_0_3013747,biolib 2ndfl rm 221c ahtg sp,nae 10 n2 2 vma110 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 221c,
510_0_3013650,biolib 2ndfl rm 223 ahtg sp,nae 10 n2 2 vma105 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 223,
510_0_3013630,biolib 2ndfl rm 224 ahtg sp,nae 10 n2 2 vma104 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 224,
510_0_3013786,biolib 2ndfl rm 225 ahtg sp,nae 10 n2 2 vma112 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 225,
510_0_3013826,biolib 2ndfl rm 226 ahtg sp,nae 10 n2 2 vma114 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 226,
510_0_3013846,biolib 2ndfl rm 227 ahtg sp,nae 10 n2 2 vma115 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 227,
510_0_3013887,biolib 2ndfl rm 228 ahtg sp,nae 10 n2 2 vma117 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 228,
510_0_3013907,biolib 2ndfl rm 229 ahtg sp,nae 10 n2 2 vma118 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 229,
510_0_3013928,biolib 2ndfl rm 230 ahtg sp,nae 10 n2 2 vma119 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 230,
510_0_3013806,biolib 2ndfl rm 231a ahtg sp,nae 10 n2 2 vma113 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 231a,
510_0_3013867,biolib 2ndfl rm 231b ahtg sp,nae 10 n2 2 vma116 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 231b,
510_0_3014586,biolib 2ndfl rm 232a ahtg sp,nae 10 n2 2 vma154 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 232a,
510_0_3014626,biolib 2ndfl rm 232b ahtg sp,nae 10 n2 2 vma156 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 232b,
510_0_3013948,biolib 2ndfl rm 232c ahtg sp,nae 10 n2 2 vma120 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 232c,
510_0_3013964,biolib 2ndfl rm 232d ahtg sp,nae 10 n2 2 vma121 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 232d,
510_0_3014036,biolib 2ndfl rm 233a ahtg sp,nae 10 n2 2 vma125 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 233a,
510_0_3014020,biolib 2ndfl rm 233b ahtg sp,nae 10 n2 2 vma124124 ahtg sp,actual heating setpt,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,rm 233b,
510_5_3014853,ucsd ahu load shed,nae 10 programming ucsd load shed mater program ucsd ahu load shed,ucsd ahu shutdown on load shed,,binary value,air handler shutdown on load shed,shutdown command,,ahu,,
510_4_3005236,biolib ac 13 rf vfd brk drv,nae 10 n2 1 vnd005 brk drv,break drive,,binary output,break drive,vfd command,,vfd,ac 13,ahu return fan vfd
510_4_3005210,biolib hw pumps p1 vfd brk drv,nae 10 n2 1 vnd004 brk drv,break drive,,binary output,break drive,vfd command,,vfd,p1,hw sys pump vfd
510_4_3005223,biolib hw pumps p2 vfd brk drv,nae 10 n2 1 vnd006 brk drv,break drive,,binary output,break drive,vfd command,,vfd,p2,hw sys pump vfd
510_0_3006157,biolib ac 15 bld sp1,nae 10 n2 2 dx001 bld sp1,,58.0,analog input,building static pressure,building static pressure sensor,,ahu,ac 15,
510_0_3006159,biolib ac 15 bld sp2,nae 10 n2 2 dx001 bld sp2,,58.0,analog input,building static pressure,building static pressure sensor,,ahu,ac 15,
510_0_3006161,biolib ac 15 bld sp3,nae 10 n2 2 dx001 bld sp3,,58.0,analog input,building static pressure,building static pressure sensor,,ahu,ac 15,
510_1_3006213,biolib ac 15 bldg static setpoint,nae 10 n2 2 dx001 bldg static setpoint,,58.0,analog output,building static pressure setpoint,building static pressure setpoint,,ahu,ac 15,
510_1_3005235,biolib ac 13 rf vfd bussref,nae 10 n2 1 vnd005 bussref,buss reference,95.0,analog output,buss reference,unknown,,vfd,ac 13,ahu return fan vfd
510_1_3005209,biolib hw pumps p1 vfd bussref,nae 10 n2 1 vnd004 bussref,buss reference,95.0,analog output,buss reference,unknown,,vfd,p1,hw sys pump vfd
510_1_3005222,biolib hw pumps p2 vfd bussref,nae 10 n2 1 vnd006 bussref,buss reference,95.0,analog output,buss reference,unknown,,vfd,p2,hw sys pump vfd
510_0_3006155,biolib ac 15 chw dp,nae 10 n2 2 dx001 chw dp,,56.0,analog input,chilled water differential pressure,chilled water differential pressure sensor,,chw sys,,
510_5_3014705,ucsd chw dp reset,nae 10 programming ucsd load shed mater program ucsd chw dp reset,,,binary value,chilled water differential pressure reset on load shed,chilled water differential pressure load shed reset status,,chw sys,,
510_3_3013375,biolib basement chw pump alarm,nae 10 n2 1 vma131 fsd3 sts,chilled water pump alarm for server room,,binary input,chilled water pump alarm,chilled water pump alarm,,pump,,chw sys pump
510_0_3006172,biolib ac 15 chwr t,nae 10 n2 2 dx001 chwr t,,64.0,analog input,chilled water return temperature,chilled water return temperature sensor,,ahu,ac 15,
510_0_3009406,chwr tmp,nae 10 n2 1 ahu001 ai1,chilled water return temp,64.0,analog input,chilled water return temperature,chilled water return temperature sensor,,ahu,,
510_1_3014235,1biolib 1stfl rm 38h commonsp,nae 10 n2 2 vma135 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 38h,
510_1_3013302,biolib 1stfl rm 100 commonsp,nae 10 n2 1 vma127 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 100,
510_1_3013154,biolib 1stfl rm 100n commonsp,nae 10 n2 1 vma119 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 100n,
510_1_3013286,biolib 1stfl rm 100s commonsp,nae 10 n2 1 vma126 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 100s,
510_1_3013190,biolib 1stfl rm 101n commonsp,nae 10 n2 1 vma121 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 101n,
510_1_3013210,biolib 1stfl rm 101s commonsp,nae 10 n2 1 vma122 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 101s,
510_1_3013266,biolib 1stfl rm 102 commonsp,nae 10 n2 1 vma125 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 102,
510_1_3013170,biolib 1stfl rm 103 commonsp,nae 10 n2 1 vma120 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 103,
510_1_3013090,biolib 1stfl rm 104a commonsp,nae 10 n2 1 vma115 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 104a,
510_1_3012974,biolib 1stfl rm 104b commonsp,nae 10 n2 1 vma108 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 104b,
510_1_3013026,biolib 1stfl rm 104c commonsp,nae 10 n2 1 vma111 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 104c,
510_1_3013138,biolib 1stfl rm 105 commonsp,nae 10 n2 1 vma118 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 105,
510_1_3013122,biolib 1stfl rm 106 commonsp,nae 10 n2 1 vma117 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 106,
510_1_3013106,biolib 1stfl rm 107 commonsp,nae 10 n2 1 vma116 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 107,
510_1_3013074,biolib 1stfl rm 108 commonsp,nae 10 n2 1 vma114 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 108,
510_1_3013058,biolib 1stfl rm 109 commonsp,nae 10 n2 1 vma113 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 109,
510_1_3013042,biolib 1stfl rm 110 commonsp,nae 10 n2 1 vma112 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 110,
510_1_3012878,biolib 1stfl rm 111 commonsp,nae 10 n2 1 vma103 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 111,
510_1_3012958,biolib 1stfl rm 114 commonsp,nae 10 n2 1 vma107 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 114,
510_1_3012990,biolib 1stfl rm 115 commonsp,nae 10 n2 1 vma109 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 115,
510_1_3013318,biolib 1stfl rm 116 commonsp,nae 10 n2 1 vma128 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 116,
510_1_3013334,biolib 1stfl rm 117 commonsp,nae 10 n2 1 vma129 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 117,
510_1_3014389,biolib 1stfl rm 117b commonsp,nae 10 n2 2 vma143 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 117b,
510_1_3013354,biolib 1stfl rm 118 commonsp,nae 10 n2 1 vma130 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 118,
510_1_3014195,biolib 1stfl rm 119 commonsp,nae 10 n2 2 vma133 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 119,
510_1_3014350,biolib 1stfl rm 121 commonsp,nae 10 n2 2 vma141 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 121,
510_1_3014369,biolib 1stfl rm 123 commonsp,nae 10 n2 2 vma142 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 123,
510_1_3014273,biolib 1stfl rm 125 commonsp,nae 10 n2 2 vma137 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 125,
510_1_3014312,biolib 1stfl rm 128 commonsp,nae 10 n2 2 vma139 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 128,
510_1_3014509,biolib 1stfl rm 131 commonsp,nae 10 n2 2 vma150 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 131,
510_1_3014175,biolib 1stfl rm 133 commonsp,nae 10 n2 2 vma132 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 133,
510_1_3014529,biolib 1stfl rm 134 commonsp,nae 10 n2 2 vma151 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 134,
510_1_3014115,biolib 1stfl rm 135 commonsp,nae 10 n2 2 vma129 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 135,
510_1_3014055,biolib 1stfl rm 137 commonsp,nae 10 n2 2 vma126 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 137,
510_1_3014075,biolib 1stfl rm 138a commonsp,nae 10 n2 2 vma127 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138a,
510_1_3014095,biolib 1stfl rm 138b commonsp,nae 10 n2 2 vma128 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138b,
510_1_3014155,biolib 1stfl rm 138c commonsp,nae 10 n2 2 vma131 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138c,
510_1_3014135,biolib 1stfl rm 138d commonsp,nae 10 n2 2 vma130 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138d,
510_1_3014332,biolib 1stfl rm 138e commonsp,nae 10 n2 2 vma140 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138e,
510_1_3014292,biolib 1stfl rm 138f commonsp,nae 10 n2 2 vma138 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138f,
510_1_3014255,biolib 1stfl rm 138g commonsp,nae 10 n2 2 vma136 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138g,
510_1_3014215,biolib 1stfl rm 138j commonsp,nae 10 n2 2 vma134 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 138j,
510_1_3014645,biolib 1stfl rm 139 commonsp,nae 10 n2 2 vma157 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 139,
510_1_3014665,biolib 1stfl rm 140 commonsp,nae 10 n2 2 vma158 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 140,
510_1_3013226,biolib 1stfl rm 141 commonsp,nae 10 n2 1 vma123 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 141,
510_1_3014409,biolib 1stfl rm 141a commonsp,nae 10 n2 2 vma144 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 141a,
510_1_3014449,biolib 1stfl rm 141c commonsp,nae 10 n2 2 vma147 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 141c,
510_1_3014429,biolib 1stfl rm 141d commonsp,nae 10 n2 2 vma146 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 141d,
510_1_3014469,biolib 1stfl rm 141e commonsp,nae 10 n2 2 vma148 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 141e,
510_1_3014489,biolib 1stfl rm 141f commonsp,nae 10 n2 2 vma149 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 141f,
510_1_3014549,biolib 1stfl rm 142a commonsp,nae 10 n2 2 vma152 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 142a,
510_1_3014569,biolib 1stfl rm 142b commonsp,nae 10 n2 2 vma153 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 142b,
510_1_3014609,biolib 1stfl rm 142c commonsp,nae 10 n2 2 vma155 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 142c,
510_1_3013371,biolib 1stfl rm 72 2n commonsp,nae 10 n2 1 vma131 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 72 2n,
510_1_3013389,biolib 1stfl rm 73 26 commonsp,nae 10 n2 1 vma132 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 73 26,
510_1_3013246,biolib 2ndfl rm 200e commonsp,nae 10 n2 1 vma124 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 200e,
510_1_3012838,biolib 2ndfl rm 201 commonsp,nae 10 n2 1 vma101 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 201,
510_1_3012858,biolib 2ndfl rm 203 commonsp,nae 10 n2 1 vma102 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 203,
510_1_3012898,biolib 2ndfl rm 204 commonsp,nae 10 n2 1 vma104 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 204,
510_1_3012918,biolib 2ndfl rm 205 commonsp,nae 10 n2 1 vma105 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 205,
510_1_3012938,biolib 2ndfl rm 206 commonsp,nae 10 n2 1 vma106 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 206,
510_1_3013006,biolib 2ndfl rm 207 commonsp,nae 10 n2 1 vma110 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 207,
510_1_3013576,biolib 2ndfl rm 208 commonsp,nae 10 n2 2 vma101 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 208,
510_1_3013710,biolib 2ndfl rm 210 commonsp,nae 10 n2 2 vma108 commonsp,common setpoint,64.0,analog output,common setpoint,temperature setpoint,,vav,rm 210,
