Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
505_1_3025988,505,1,3025988,ebu3b rm b225 w c adj,nae 05 n2 1 vma 103 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm b225,vav,b225,,ebu3b,,analog output
505_1_3001634,505,1,3001634,ebu3b rm 1100a supflo sp,nae 05 n2 2 vma 103 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001223,506,1,3001223,ebu3b rm 2119 supflo sp,nae 06 n2 1 vma103 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002904,506,1,3002904,ebu3b rm 3154 supflo sp,nae 06 n2 2 vma103 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000917,505,1,3000917,ebu3b rm b225 supflo sp,nae 05 n2 1 vma 103 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm b225,vav,b225,,ebu3b,,analog output
505_0_3001630,505,0,3001630,ebu3b rm 1100a sup flow,nae 05 n2 2 vma 103 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 1100a,vav,1100a,,ebu3b,,analog input
506_0_3001219,506,0,3001219,ebu3b rm 2119 sup flow,nae 06 n2 1 vma103 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 2119,vav,2119,,ebu3b,,analog input
506_0_3002900,506,0,3002900,ebu3b rm 3154 sup flow,nae 06 n2 2 vma103 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3154,vav,3154,,ebu3b,,analog input
505_0_3000913,505,0,3000913,ebu3b rm b225 sup flow,nae 05 n2 1 vma 103 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm b225,vav,b225,,ebu3b,,analog input
505_1_3001631,505,1,3001631,ebu3b rm 1100a rh vlv,nae 05 n2 2 vma 103 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001220,506,1,3001220,ebu3b rm 2119 rh vlv,nae 06 n2 1 vma103 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002901,506,1,3002901,ebu3b rm 3154 rh vlv,nae 06 n2 2 vma103 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000914,505,1,3000914,ebu3b rm b225 rh vlv,nae 05 n2 1 vma 103 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm b225,vav,b225,,ebu3b,,analog output
505_1_3001637,505,1,3001637,ebu3b rm 1100a htgflow,nae 05 n2 2 vma 103 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001226,506,1,3001226,ebu3b rm 2119 htgflow,nae 06 n2 1 vma103 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002907,506,1,3002907,ebu3b rm 3154 htgflow,nae 06 n2 2 vma103 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000920,505,1,3000920,ebu3b rm b225 htgflow,nae 05 n2 1 vma 103 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm b225,vav,b225,,ebu3b,,analog output
505_0_3001628,505,0,3001628,ebu3b rm 1100a acthtgsp,nae 05 n2 2 vma 103 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 1100a,vav,1100a,,ebu3b,,analog input
506_0_3001217,506,0,3001217,ebu3b rm 2119 acthtgsp,nae 06 n2 1 vma103 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 2119,vav,2119,,ebu3b,,analog input
506_0_3002898,506,0,3002898,ebu3b rm 3154 acthtgsp,nae 06 n2 2 vma103 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3154,vav,3154,,ebu3b,,analog input
505_0_3000911,505,0,3000911,ebu3b rm b225 acthtgsp,nae 05 n2 1 vma 103 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm b225,vav,b225,,ebu3b,,analog input
505_0_3001627,505,0,3001627,ebu3b rm 1100a actclgsp,nae 05 n2 2 vma 103 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 1100a,vav,1100a,,ebu3b,,analog input
506_0_3001216,506,0,3001216,ebu3b rm 2119 actclgsp,nae 06 n2 1 vma103 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 2119,vav,2119,,ebu3b,,analog input
506_0_3002897,506,0,3002897,ebu3b rm 3154 actclgsp,nae 06 n2 2 vma103 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3154,vav,3154,,ebu3b,,analog input
505_0_3000910,505,0,3000910,ebu3b rm b225 actclgsp,nae 05 n2 1 vma 103 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm b225,vav,b225,,ebu3b,,analog input
505_1_3001636,505,1,3001636,ebu3b rm 1100a clgminflo,nae 05 n2 2 vma 103 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001225,506,1,3001225,ebu3b rm 2119 clgminflo,nae 06 n2 1 vma103 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002906,506,1,3002906,ebu3b rm 3154 clgminflo,nae 06 n2 2 vma103 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000919,505,1,3000919,ebu3b rm b225 clgminflo,nae 05 n2 1 vma 103 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm b225,vav,b225,,ebu3b,,analog output
505_14_3001643,505,14,3001643,ebu3b rm 1100a occ cmd,nae 05 n2 2 vma 103 occ cmd,occupied command,,occupancy command,occupied command,,rm 1100a,vav,1100a,,ebu3b,,multi state output
506_14_3001232,506,14,3001232,ebu3b rm 2119 occ cmd,nae 06 n2 1 vma103 occ cmd,occupied command,,occupancy command,occupied command,,rm 2119,vav,2119,,ebu3b,,multi state output
506_14_3002914,506,14,3002914,ebu3b rm 3154 occ cmd,nae 06 n2 2 vma103 occ cmd,occupied command,,occupancy command,occupied command,,rm 3154,vav,3154,,ebu3b,,multi state output
505_14_3000925,505,14,3000925,ebu3b rm b225 occ cmd,nae 05 n2 1 vma 103 occ cmd,occupied command,,occupancy command,occupied command,,rm b225,vav,b225,,ebu3b,,multi state output
505_1_3001639,505,1,3001639,ebu3b rm 1100a htgpid o,nae 05 n2 2 vma 103 htgpid o,heating command,98.0,heating command,heating command,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001228,506,1,3001228,ebu3b rm 2119 htgpid o,nae 06 n2 1 vma103 htgpid o,heating command,98.0,heating command,heating command,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002909,506,1,3002909,ebu3b rm 3154 htgpid o,nae 06 n2 2 vma103 htgpid o,heating command,98.0,heating command,heating command,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000922,505,1,3000922,ebu3b rm b225 htgpid o,nae 05 n2 1 vma 103 htgpid o,heating command,98.0,heating command,heating command,,rm b225,vav,b225,,ebu3b,,analog output
505_4_3001640,505,4,3001640,ebu3b rm 1100a fan c,nae 05 n2 2 vma 103 fan c,fan command,,fan command,fan command,,rm 1100a,vav,1100a,,ebu3b,,binary output
506_4_3001229,506,4,3001229,ebu3b rm 2119 fan c,nae 06 n2 1 vma103 fan c,fan command,,fan command,fan command,,rm 2119,vav,2119,,ebu3b,,binary output
506_4_3002911,506,4,3002911,ebu3b rm 3154 fan c,nae 06 n2 2 vma103 fan c,fan command,,fan command,fan command,,rm 3154,vav,3154,,ebu3b,,binary output
505_0_3001629,505,0,3001629,ebu3b rm 1100a dmpr pos,nae 05 n2 2 vma 103 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 1100a,vav,1100a,,ebu3b,,analog input
506_0_3001218,506,0,3001218,ebu3b rm 2119 dmpr pos,nae 06 n2 1 vma103 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 2119,vav,2119,,ebu3b,,analog input
506_0_3002899,506,0,3002899,ebu3b rm 3154 dmpr pos,nae 06 n2 2 vma103 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3154,vav,3154,,ebu3b,,analog input
505_0_3000912,505,0,3000912,ebu3b rm b225 dmpr pos,nae 05 n2 1 vma 103 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm b225,vav,b225,,ebu3b,,analog input
505_1_3001633,505,1,3001633,ebu3b rm 1100a dpr c,nae 05 n2 2 vma 103 dpr c,damper command,98.0,damper command,damper command,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001222,506,1,3001222,ebu3b rm 2119 dpr c,nae 06 n2 1 vma103 dpr c,damper command,98.0,damper command,damper command,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002903,506,1,3002903,ebu3b rm 3154 dpr c,nae 06 n2 2 vma103 dpr c,damper command,98.0,damper command,damper command,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000916,505,1,3000916,ebu3b rm b225 dpr c,nae 05 n2 1 vma 103 dpr c,damper command,98.0,damper command,damper command,,rm b225,vav,b225,,ebu3b,,analog output
505_1_3001635,505,1,3001635,ebu3b rm 1100a clgmaxflo,nae 05 n2 2 vma 103 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001224,506,1,3001224,ebu3b rm 2119 clgmaxflo,nae 06 n2 1 vma103 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002905,506,1,3002905,ebu3b rm 3154 clgmaxflo,nae 06 n2 2 vma103 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000918,505,1,3000918,ebu3b rm b225 clgmaxflo,nae 05 n2 1 vma 103 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm b225,vav,b225,,ebu3b,,analog output
505_1_3001638,505,1,3001638,ebu3b rm 1100a clgpid o,nae 05 n2 2 vma 103 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 1100a,vav,1100a,,ebu3b,,analog output
506_1_3001227,506,1,3001227,ebu3b rm 2119 clgpid o,nae 06 n2 1 vma103 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 2119,vav,2119,,ebu3b,,analog output
506_1_3002908,506,1,3002908,ebu3b rm 3154 clgpid o,nae 06 n2 2 vma103 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3154,vav,3154,,ebu3b,,analog output
505_1_3000921,505,1,3000921,ebu3b rm b225 clgpid o,nae 05 n2 1 vma 103 clgpid o,cooling command,98.0,cooling command,cooling command,,rm b225,vav,b225,,ebu3b,,analog output
505_0_3001645,505,0,3001645,ebu3b rm 1117 zn t,nae 05 n2 2 vma 104 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 1117,vav,1117,,ebu3b,,analog input
506_0_3001234,506,0,3001234,ebu3b rm 2200a zn t,nae 06 n2 1 vma104 zn t,zone temperature 2nd flr lobby,64.0,zone temperature,zone temperature sensor,,rm 2200a,vav,2200a,,ebu3b,,analog input
506_0_3002916,506,0,3002916,ebu3b rm 3138 zn t,nae 06 n2 2 vma104 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3138,vav,3138,,ebu3b,,analog input
505_0_3000927,505,0,3000927,ebu3b rm b230a zn t,nae 05 n2 1 vma 104 zn t,zone temperature elec room,64.0,zone temperature,zone temperature sensor,,rm b230a,vav,b230a,,ebu3b,,analog input
505_1_3001653,505,1,3001653,ebu3b rm 1117 commonsp,nae 05 n2 2 vma 104 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 1117,vav,1117,,ebu3b,,analog output
506_1_3001242,506,1,3001242,ebu3b rm 2200a commonsp,nae 06 n2 1 vma104 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 2200a,vav,2200a,,ebu3b,,analog output
506_1_3002924,506,1,3002924,ebu3b rm 3138 commonsp,nae 06 n2 2 vma104 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3138,vav,3138,,ebu3b,,analog output
505_1_3000933,505,1,3000933,ebu3b rm b230a commonsp,nae 05 n2 1 vma 104 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm b230a,vav,b230a,,ebu3b,,analog output
505_1_3026024,505,1,3026024,ebu3b rm 1117 w c adj,nae 05 n2 2 vma 104 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 1117,vav,1117,,ebu3b,,analog output
506_1_3015680,506,1,3015680,ebu3b rm 2200a w c adj,nae 06 n2 1 vma104 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 2200a,vav,2200a,,ebu3b,,analog output
506_1_3015720,506,1,3015720,ebu3b rm 3138 w c adj,nae 06 n2 2 vma104 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3138,vav,3138,,ebu3b,,analog output
505_1_3025991,505,1,3025991,ebu3b rm b230a w c adj,nae 05 n2 1 vma 104 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm b230a,vav,b230a,,ebu3b,,analog output
505_1_3001655,505,1,3001655,ebu3b rm 1117 supflo sp,nae 05 n2 2 vma 104 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 1117,vav,1117,,ebu3b,,analog output
506_1_3001244,506,1,3001244,ebu3b rm 2200a supflo sp,nae 06 n2 1 vma104 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 2200a,vav,2200a,,ebu3b,,analog output
506_1_3002926,506,1,3002926,ebu3b rm 3138 supflo sp,nae 06 n2 2 vma104 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3138,vav,3138,,ebu3b,,analog output
505_1_3000935,505,1,3000935,ebu3b rm b230a supflo sp,nae 05 n2 1 vma 104 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm b230a,vav,b230a,,ebu3b,,analog output
505_0_3001651,505,0,3001651,ebu3b rm 1117 sup flow,nae 05 n2 2 vma 104 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 1117,vav,1117,,ebu3b,,analog input
506_0_3001240,506,0,3001240,ebu3b rm 2200a sup flow,nae 06 n2 1 vma104 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 2200a,vav,2200a,,ebu3b,,analog input
506_0_3002922,506,0,3002922,ebu3b rm 3138 sup flow,nae 06 n2 2 vma104 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3138,vav,3138,,ebu3b,,analog input
505_0_3000932,505,0,3000932,ebu3b rm b230a sup flow,nae 05 n2 1 vma 104 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm b230a,vav,b230a,,ebu3b,,analog input
505_1_3001652,505,1,3001652,ebu3b rm 1117 rh vlv,nae 05 n2 2 vma 104 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 1117,vav,1117,,ebu3b,,analog output
506_1_3001241,506,1,3001241,ebu3b rm 2200a rh vlv,nae 06 n2 1 vma104 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 2200a,vav,2200a,,ebu3b,,analog output
506_1_3002923,506,1,3002923,ebu3b rm 3138 rh vlv,nae 06 n2 2 vma104 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3138,vav,3138,,ebu3b,,analog output
505_1_3001658,505,1,3001658,ebu3b rm 1117 htgflow,nae 05 n2 2 vma 104 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 1117,vav,1117,,ebu3b,,analog output
506_1_3001247,506,1,3001247,ebu3b rm 2200a htgflow,nae 06 n2 1 vma104 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 2200a,vav,2200a,,ebu3b,,analog output
506_1_3002929,506,1,3002929,ebu3b rm 3138 htgflow,nae 06 n2 2 vma104 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3138,vav,3138,,ebu3b,,analog output
505_0_3001649,505,0,3001649,ebu3b rm 1117 acthtgsp,nae 05 n2 2 vma 104 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 1117,vav,1117,,ebu3b,,analog input
506_0_3001238,506,0,3001238,ebu3b rm 2200a acthtgsp,nae 06 n2 1 vma104 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 2200a,vav,2200a,,ebu3b,,analog input
506_0_3002920,506,0,3002920,ebu3b rm 3138 acthtgsp,nae 06 n2 2 vma104 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3138,vav,3138,,ebu3b,,analog input
505_0_3001648,505,0,3001648,ebu3b rm 1117 actclgsp,nae 05 n2 2 vma 104 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 1117,vav,1117,,ebu3b,,analog input
506_0_3001237,506,0,3001237,ebu3b rm 2200a actclgsp,nae 06 n2 1 vma104 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 2200a,vav,2200a,,ebu3b,,analog input
506_0_3002919,506,0,3002919,ebu3b rm 3138 actclgsp,nae 06 n2 2 vma104 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3138,vav,3138,,ebu3b,,analog input
505_0_3000930,505,0,3000930,ebu3b rm b230a actclgsp,nae 05 n2 1 vma 104 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm b230a,vav,b230a,,ebu3b,,analog input
505_1_3001657,505,1,3001657,ebu3b rm 1117 clgminflo,nae 05 n2 2 vma 104 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 1117,vav,1117,,ebu3b,,analog output
506_1_3001246,506,1,3001246,ebu3b rm 2200a clgminflo,nae 06 n2 1 vma104 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 2200a,vav,2200a,,ebu3b,,analog output
506_1_3002928,506,1,3002928,ebu3b rm 3138 clgminflo,nae 06 n2 2 vma104 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3138,vav,3138,,ebu3b,,analog output
505_1_3000937,505,1,3000937,ebu3b rm b230a clgminflo,nae 05 n2 1 vma 104 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm b230a,vav,b230a,,ebu3b,,analog output
505_14_3001664,505,14,3001664,ebu3b rm 1117 occ cmd,nae 05 n2 2 vma 104 occ cmd,occupied command,,occupancy command,occupied command,,rm 1117,vav,1117,,ebu3b,,multi state output
506_14_3001252,506,14,3001252,ebu3b rm 2200a occ cmd,nae 06 n2 1 vma104 occ cmd,occupied command,,occupancy command,occupied command,,rm 2200a,vav,2200a,,ebu3b,,multi state output
506_14_3002934,506,14,3002934,ebu3b rm 3138 occ cmd,nae 06 n2 2 vma104 occ cmd,occupied command,,occupancy command,occupied command,,rm 3138,vav,3138,,ebu3b,,multi state output
505_14_3000942,505,14,3000942,ebu3b rm b230a occ cmd,nae 05 n2 1 vma 104 occ cmd,occupied command,,occupancy command,occupied command,,rm b230a,vav,b230a,,ebu3b,,multi state output
505_1_3001660,505,1,3001660,ebu3b rm 1117 htgpid o,nae 05 n2 2 vma 104 htgpid o,heating command,98.0,heating command,heating command,,rm 1117,vav,1117,,ebu3b,,analog output
506_1_3001249,506,1,3001249,ebu3b rm 2200a htgpid o,nae 06 n2 1 vma104 htgpid o,heating command,98.0,heating command,heating command,,rm 2200a,vav,2200a,,ebu3b,,analog output
506_1_3002931,506,1,3002931,ebu3b rm 3138 htgpid o,nae 06 n2 2 vma104 htgpid o,heating command,98.0,heating command,heating command,,rm 3138,vav,3138,,ebu3b,,analog output
505_4_3001661,505,4,3001661,ebu3b rm 1117 fan c,nae 05 n2 2 vma 104 fan c,fan command,,fan command,fan command,,rm 1117,vav,1117,,ebu3b,,binary output
505_0_3001650,505,0,3001650,ebu3b rm 1117 dmpr pos,nae 05 n2 2 vma 104 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 1117,vav,1117,,ebu3b,,analog input
506_0_3001239,506,0,3001239,ebu3b rm 2200a dmpr pos,nae 06 n2 1 vma104 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 2200a,vav,2200a,,ebu3b,,analog input
506_0_3002921,506,0,3002921,ebu3b rm 3138 dmpr pos,nae 06 n2 2 vma104 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3138,vav,3138,,ebu3b,,analog input
505_0_3000931,505,0,3000931,ebu3b rm b230a dmpr pos,nae 05 n2 1 vma 104 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm b230a,vav,b230a,,ebu3b,,analog input
505_1_3001654,505,1,3001654,ebu3b rm 1117 dpr c,nae 05 n2 2 vma 104 dpr c,damper command,98.0,damper command,damper command,,rm 1117,vav,1117,,ebu3b,,analog output
